,0
106,-0.01666552366693346
107,-0.01133255609351475
108,-0.007706138143590031
109,-0.00524017393764122
110,-0.0035633182775960293
111,-0.0024230564287653
112,-0.0016476783715604036
113,-0.0011204212926610743
114,0.026835555904518464
115,0.04773506664075352
116,0.08369822841465864
117,0.11798785432351315
118,0.13935133469921612
119,0.09475890759546696
120,0.06443605716491754
121,0.04381651887214391
122,0.02979523283305786
123,0.020260758326479344
124,0.013777315662005954
125,0.023897966290339273
126,0.05744059998118545
127,0.07566701907099845
128,0.1010022044833767
129,0.102707463977443
130,0.09727486445235846
131,0.0936092913128492
132,0.10902773638698567
133,0.11784933294200468
134,0.0997852187357205
135,0.11768816310945461
136,0.1267226100296273
137,0.0991009046085295
138,0.08409976354411058
139,0.06330189196989151
140,0.04409855304023165
141,0.04628205468271181
142,0.0743901439021439
143,0.08157326952786653
144,0.08764828759804538
145,0.09894269523300987
146,0.07945620993766779
147,0.0896374896462833
148,0.1110886490324986
149,0.13599028784238015
150,0.15060763269070174
151,0.13486798953522464
152,0.16150955958201155
153,0.10982650051576784
154,0.07468202035072213
155,0.050783773838491045
156,0.034532966210173904
157,0.023482417022918253
158,0.01596804357558441
159,0.037972201259181874
160,0.028064739791445015
161,0.027111118286614576
162,0.06336146425000773
163,0.0981021717301736
164,0.12091217411562202
165,0.08928504462318136
166,0.06481563250869181
167,0.05245393895404886
168,0.03985573220517664
169,0.04585078942769482
170,0.055674129453627444
171,0.07656162302169972
172,0.08897883947727953
173,0.08185464938261906
174,0.08149096878177169
175,0.09583611530917677
176,0.11044693324950905
177,0.0928127050169021
178,0.07819784358262001
179,0.07758477304790344
180,0.10522312401955997
181,0.08971307132105164
182,0.06554295492525983
183,0.08216964144272204
184,0.09755876757611577
185,0.09469756523891376
186,0.07496974864371887
187,0.10150516941510036
188,0.1080497776898649
189,0.12107383621255201
190,0.12216161360133228
191,0.11569950107221007
192,0.08392183985356318
193,0.08681281749795015
194,0.06317637246502564
195,0.08646945079318082
196,0.08230031472942248
197,0.09702444105511437
198,0.10188501753110532
199,0.12651864706616545
200,0.14537506912679352
201,0.15040134221750712
202,0.10227291270790483
203,0.06954558064137528
204,0.047290994836135185
205,0.03215787648857192
206,0.021867356012228906
207,0.014869802088315655
208,0.010111465420054644
209,0.006498832465142514
210,0.004454909112079779
211,0.0029485312463221314
212,0.0032804854167617268
213,0.002004484013483948
214,-0.0008554840811132806
215,-0.05428433937788964
216,-0.09555920986577875
217,-0.09292385991827633
218,-0.08897540083304076
219,-0.07155416411037
220,-0.10503603220054819
221,-0.13144263355588892
222,-0.14794920102184778
223,-0.10388923133970523
224,-0.07714500567892991
225,-0.05343661050127524
226,-0.03752206110593165
227,-0.028512222622985566
228,-0.023680841555096643
229,-0.02080192126012867
230,-0.017897436694411302
231,-0.013419522915173874
232,-0.012334008177627458
233,-0.01485148076207524
234,-0.016538852315290117
235,-0.06628588741033334
236,-0.10428387432355508
237,-0.1291799466126194
238,-0.156874840593061
239,-0.14331079545820669
240,-0.15980657645099397
241,-0.1867703850336867
242,-0.1812109177775443
243,-0.20093264814259332
244,-0.20670796797224086
245,-0.18081475300446917
246,-0.1479268720256642
247,-0.14104753200686998
248,-0.1606981362015206
249,-0.14125044677871604
250,-0.15360085671600462
251,-0.14669093300237643
252,-0.162154772068884
253,-0.1424714078609489
254,-0.12080008700726791
255,-0.1142614710008887
256,-0.1350305754806182
257,-0.10540206710462674
258,-0.10422617258096269
259,-0.08024152735733098
260,-0.05874278960591005
261,-0.045377272032267775
262,-0.039446820723997834
263,-0.031653579337646294
264,-0.07249261873475618
265,-0.1264128281428018
266,-0.12574825699020403
267,-0.1384804899236519
268,-0.1499194107473315
269,-0.17115824127697774
270,-0.13374903067771754
271,-0.0947431325149228
272,-0.06883469765307695
273,-0.04680759440409233
274,-0.03182916419478278
275,-0.02164383165245229
276,-0.014717805523667556
277,-0.010008107756093938
278,-0.006805513274143876
279,-0.004627749026417835
280,-0.0031468693379641277
281,-0.0021398711498156068
282,-0.0014551123818746126
283,0.0385802312790799
284,0.06601931079481867
285,0.09720562411665802
286,0.08561540351688857
287,0.11301126027542083
288,0.12695140815151656
289,0.13846918353748644
290,0.15441141214397522
291,0.10500426532473614
292,0.07141052138317623
293,0.04883976230545896
294,0.03310758216171788
295,0.022529880313336498
296,0.015688325570735163
297,0.011619745467628865
298,0.008403067020162715
299,0.0059228337625549235
300,0.004347227015230824
301,-0.05152512786348063
302,-0.09383236669744392
303,-0.11064262483132183
304,-0.09048168710928489
305,-0.0832221934486521
306,-0.056591091545083426
307,-0.03848194225065673
308,-0.02616772073044657
309,-0.017794050096703665
310,-0.012099954065758492
311,-0.008227968764715776
312,-0.04003727557432488
313,-0.07814701678684491
314,-0.10067815538446373
315,-0.12564021054036334
316,-0.12308161216362422
317,-0.13951671663535822
318,-0.09487136731204358
319,-0.06451252977218963
320,-0.04386852024508894
321,-0.02983059376666048
322,-0.020284803761329122
323,-0.058861608260657484
324,-0.10092698984260132
325,-0.13337097487099825
326,-0.11888558311989286
327,-0.14481411287871274
328,-0.09847359675752466
329,-0.06696204579511676
330,-0.04553419114067939
331,-0.03096324997566198
332,-0.021055009983450147
333,-0.0143174067887461
