x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,labels
0.5,0.3125,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.028282062488428513,0.24216876828668335,0.1327568701545827,0.8405797101449275,0.11764705882352941,0.0,1
0.5,0.5,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.03222004244534735,0.2669117837445949,0.1749090591233367,0.6956521739130435,0.11764705882352941,0.0,1
0.5,0.6875,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.03383486704075938,0.2921933663033065,0.0717239431695165,0.8115942028985508,0.08823529411764705,0.0,0
0.5,0.5,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.03434942491080771,0.2075502964708319,0.022854568560343725,0.8405797101449275,0.029411764705882353,0.0,0
0.5,0.375,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.03515176580850001,0.10028740840475388,0.03563672061483429,0.3623188405797102,0.058823529411764705,1.0,1
0.5,0.5,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.03594578052706531,0.07220941974573417,0.03526690558958601,0.7536231884057971,0.029411764705882353,,0
0.5,0.375,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0382459253571666,0.1332901789182051,0.10216308170222496,0.6376811594202898,0.08823529411764705,0.0,0
0.5,0.5,1.0,1.0,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.038382020539624216,0.11049946920069391,0.006044794685421893,0.7826086956521741,0.029411764705882353,,1
0.5,0.6875,1.0,1.0,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.04112027377688051,0.17700732761968874,0.12162207593983448,0.7971014492753623,0.14705882352941177,1.0,1
0.5,0.875,1.0,1.0,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.04222356820374495,0.1360658708992517,0.04900385280017214,0.6086956521739131,0.058823529411764705,0.0,0
0.5,0.6875,1.0,1.0,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.04860687127772487,0.34976826079076145,0.2835203700839817,0.7971014492753623,0.2647058823529412,0.0,1
0.5,0.8125,0.0,1.0,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.049179409631512086,0.27568421325185777,0.025429825917981756,0.4492753623188406,0.029411764705882353,1.0,1
0.5,0.5,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.05108701296204429,0.3031977421610005,0.08472798423915602,0.5072463768115942,0.08823529411764705,0.0,0
0.5,0.3125,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.05334643520696082,0.16212941146008647,0.10035435003328337,0.5652173913043479,0.08823529411764705,0.0,0
0.5,0.125,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.05348313592971859,0.14722042412159186,0.006071690323621768,0.7681159420289856,0.029411764705882353,,0
0.5,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.05651492482747023,0.18567618653064394,0.13465973655722385,0.7826086956521741,0.08823529411764705,,0
0.5,0.5,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.058838988499427244,0.18788741876181347,0.10322545941112002,0.6376811594202898,0.14705882352941177,1.0,1
0.5,0.6875,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.05948767354595772,0.20540120659744696,0.02881195242161603,0.8260869565217392,0.029411764705882353,0.0,1
0.5,0.875,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.061300358434442176,0.16369850599414823,0.08051209295132564,0.5507246376811594,0.08823529411764705,0.0,1
0.5,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.06214947732032069,0.11324409000284819,0.037714408665774635,0.5942028985507246,0.058823529411764705,0.0,0
0.5,0.8125,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.06343897538947973,0.13516480671137462,0.057274261546633676,0.46376811594202905,0.058823529411764705,1.0,0
0.5,0.625,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.06478009576922616,0.11903368633644905,0.059567114703173024,0.5652173913043479,0.058823529411764705,1.0,0
0.5,0.5,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.06944003114899304,0.24939281737914598,0.20697538376713756,0.3623188405797102,0.14705882352941177,1.0,1
0.5,0.625,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.07047308290104064,0.2406203878718831,0.04588395876898665,0.6086956521739131,0.029411764705882353,0.0,1
0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07165524895199897,0.23518293156572842,0.05250700967570585,0.5507246376811594,0.029411764705882353,1.0,0
0.5,0.3125,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07605964632510459,0.2264415732373579,0.19562542444679037,0.26086956521739135,0.1764705882352941,0.0,1
0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07709133561147687,0.2263949664690194,0.04582344358303693,0.7681159420289856,0.029411764705882353,0.0,0
0.5,0.3125,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07749674484242403,0.19982392998627685,0.01800662977481627,0.7971014492753623,0.029411764705882353,0.0,0
0.5,0.1875,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07826017977583202,0.07527510939644234,0.03390867586049233,0.5652173913043479,0.029411764705882353,0.0,0
0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.08344254504954911,0.2172600398746796,0.23017959562407972,0.5072463768115942,0.2647058823529412,0.0,1
0.5,0.6875,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.08493701851030729,0.25451438336656224,0.06637843507729135,0.6956521739130435,0.08823529411764705,0.0,1
0.5,0.875,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.08588726262631004,0.2609046891587478,0.04220598024515375,0.6231884057971016,0.08823529411764705,1.0,1
0.5,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0886236992426659,0.1772351829315657,0.12154138902523486,0.46376811594202905,0.1764705882352941,1.0,0
0.5,0.8125,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.09342669351834205,0.29041195204681386,0.21332947829185803,0.42028985507246386,0.14705882352941177,1.0,1
0.5,0.5,1.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.09431668637448036,0.28835089718029044,0.03952986424426619,0.8695652173913044,0.029411764705882353,1.0,0
0.5,0.3125,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.09445732310918907,0.1995546464358768,0.006246511971920955,,0.0,,1
0.5,0.5,1.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.09467334961126583,0.04264519302969886,0.009595018927805383,0.8405797101449275,0.029411764705882353,,0
0.5,0.3125,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.09737375657976305,0.10457523109189301,0.11994109855234229,0.42028985507246386,0.1764705882352941,1.0,1
0.5,0.5,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.10672647790057965,0.4196991274177261,0.41540985590661844,0.49275362318840576,0.47058823529411764,1.0,1
0.5,0.625,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.11121913277243144,0.5659925947023638,0.19954546371442214,0.49275362318840576,0.1764705882352941,0.0,1
0.5,0.5,1.0,1.0,0.8333333333333333,0.0,1.0,0.0,1.0,0.5,0.0,0.11172491030812766,0.49091944796872156,0.022464581806445543,0.6231884057971016,0.029411764705882353,0.0,1
0.5,0.6875,0.0,1.0,0.8333333333333333,0.0,1.0,0.0,1.0,0.5,0.0,0.11256176700292823,0.19961161026384605,0.037169771992227166,0.4057971014492754,0.058823529411764705,1.0,0
0.5,0.5,1.0,1.0,0.8333333333333333,0.0,1.0,0.0,1.0,0.5,0.0,0.1132016717151066,0.06781802646228735,0.028421965667717843,0.7246376811594204,0.029411764705882353,0.0,1
0.5,0.6875,1.0,1.0,0.8333333333333333,0.0,1.0,0.0,1.0,0.5,0.0,0.11496591337957944,0.11086714481758626,0.07836044189533564,0.6231884057971016,0.11764705882352941,0.0,0
0.5,0.5,1.0,1.0,0.8333333333333333,0.0,1.0,0.0,1.0,0.5,0.0,0.1166826201304909,0.1409647601046063,0.07624913429664545,0.8260869565217392,0.08823529411764705,0.0,1
0.5,0.625,1.0,1.0,0.8333333333333333,0.0,1.0,0.0,1.0,0.5,0.0,0.11809034994325329,0.1672302633282411,0.06252563490515926,0.5942028985507246,0.058823529411764705,,0
0.5,0.5,1.0,1.0,0.8333333333333333,0.0,1.0,0.0,1.0,0.5,0.0,0.1228480800814936,0.26963051189767223,0.2113190293364174,0.6086956521739131,0.20588235294117646,0.0,1
0.5,0.625,0.0,1.0,0.8333333333333333,0.0,1.0,0.0,1.0,0.5,0.0,0.1253480532106428,0.29642422516247635,0.11103864230818368,0.23188405797101463,0.11764705882352941,0.0,0
0.5,0.5,1.0,1.0,0.8333333333333333,0.0,1.0,0.0,1.0,0.5,0.0,0.12866066142258673,0.36158566582947094,0.14713258877241583,0.7391304347826086,0.1764705882352941,0.0,0
0.5,0.375,1.0,0.0,0.8333333333333333,0.0,1.0,0.0,1.0,0.5,0.0,0.1314923192511404,0.29569923098832235,0.12577072813216517,0.7101449275362319,0.20588235294117646,0.0,1
0.5,0.5,1.0,1.0,0.8333333333333333,0.0,1.0,0.0,1.0,0.5,0.0,0.13181159037439194,0.2211025089976955,0.014180725240884061,0.8405797101449275,0.029411764705882353,0.0,1
0.5,0.625,1.0,1.0,0.8333333333333333,0.0,1.0,0.0,1.0,0.5,0.0,0.13432337153939394,0.1937080862743067,0.11156310725308125,0.8695652173913044,0.08823529411764705,0.0,1
0.75,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13456876674602777,0.10523808290826232,0.010899457380499319,0.7391304347826086,0.029411764705882353,,0
0.75,0.3125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1347044077732603,0.09895652624219982,0.006024622956771986,0.6521739130434783,0.029411764705882353,,0
0.75,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1352522703598166,0.03177545894720488,0.024333828661336848,0.7391304347826086,0.029411764705882353,0.0,0
0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13666469310990512,0.07169674529401102,0.06273407610120829,0.7246376811594204,0.029411764705882353,1.0,0
0.75,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.13678988856696012,0.07133942673674942,0.005560673197824144,0.7971014492753623,0.029411764705882353,,1
0.75,0.6875,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.13720680306361005,0.06685999844644104,0.01851764690061389,0.43478260869565233,0.029411764705882353,0.0,1
0.75,0.875,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1377084932022803,0.03570596307708241,0.022283036248596386,0.5652173913043479,0.058823529411764705,1.0,0
0.75,0.6875,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.14307963566456763,0.21515755676963305,0.23856431083289067,0.6666666666666667,0.3529411764705882,0.0,0
0.75,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.14320437696639754,0.2051629942259392,0.005540501469174238,0.7826086956521741,0.029411764705882353,,1
0.75,0.625,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1449716463323711,0.24845550348256124,0.07849492008633502,0.3623188405797102,0.058823529411764705,0.0,0
0.75,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.146106126084693,0.10352916806918515,0.050388978167465695,0.4782608695652175,0.058823529411764705,1.0,0
0.75,0.375,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1473527821776168,0.14190725253100642,0.05537139514399253,0.8260869565217392,0.058823529411764705,0.0,0
0.75,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1485827859122866,0.1235286502162036,0.05463176509349597,0.7826086956521741,0.029411764705882353,1.0,0
0.75,0.3125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15005303776103898,0.13501462934672845,0.06530260954929636,0.8115942028985508,0.029411764705882353,1.0,0
0.75,0.125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1516861799505304,0.1482354159654074,0.07253753622506272,0.5217391304347827,0.08823529411764705,0.0,0
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15668854837002938,0.2772792004349965,0.2221848671691669,0.42028985507246386,0.20588235294117646,1.0,0
0.75,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1650032222313222,0.5114108904482016,0.36930400812248276,0.49275362318840576,0.29411764705882354,1.0,0
0.75,0.3125,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16591350068751534,0.4866834105797364,0.040430868123962,0.5652173913043479,0.029411764705882353,0.0,1
0.75,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16602870472961795,0.3195049325496491,0.005116895167526206,0.5507246376811594,0.029411764705882353,,1
0.75,0.6875,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17478542301001673,0.33462623961057447,0.38893782400839144,0.6811594202898552,0.23529411764705882,1.0,0
0.75,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1767499471287626,0.3706895212449185,0.08725617422994428,0.3333333333333335,0.11764705882352941,0.0,0
0.75,0.375,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17817584315052937,0.4155252323865254,0.06333250405115552,0.3333333333333335,0.08823529411764705,0.0,1
0.75,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18034155803399843,0.19006240128427537,0.09619225002185271,0.43478260869565233,0.08823529411764705,1.0,1
0.75,0.625,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18741729644119431,0.364905103441133,0.3142755323655387,0.6956521739130435,0.3235294117647059,1.0,1
0.75,0.5,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.25,0.1921403593972513,0.4776934828202273,0.20977925404947456,0.5942028985507246,0.14705882352941177,1.0,0
0.75,0.3125,1.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.25,0.1938469233481353,0.46198700189016334,0.07579863235679754,0.8115942028985508,0.029411764705882353,0.0,0
0.75,0.125,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.25,0.19724809182897549,0.3362885476813132,0.15106607585914755,0.5652173913043479,0.1764705882352941,0.0,1
0.75,0.3125,1.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.25,0.2028022588469817,0.36471867636777916,0.24669351747880292,0.855072463768116,0.23529411764705882,0.0,1
0.75,0.5,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.25,0.20883177500060182,0.5125967737759249,0.26780659346570473,0.8985507246376812,0.29411764705882354,0.0,1
0.75,0.625,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.25,0.2134918617654437,0.5556614277206701,0.20698210767668757,0.7391304347826086,0.14705882352941177,0.0,0
0.75,0.5,0.0,1.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.25,0.2195325804146165,0.5723052225473186,0.26830416277240243,0.5072463768115942,0.29411764705882354,0.0,1
0.75,0.625,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.25,0.22361407342266976,0.5056679008829393,0.18128332537670705,0.6666666666666667,0.08823529411764705,1.0,0
0.75,0.5,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.25,0.22455432612372012,0.37842106625928895,0.04176220221485581,0.855072463768116,0.029411764705882353,0.0,0
0.75,0.375,1.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.25,0.2276772488366436,0.27861008259755055,0.13870753010630504,0.8260869565217392,0.14705882352941177,,0
0.75,0.5,0.0,1.0,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,0.0,0.2286411176093996,0.17196343957950339,0.04281113210465094,0.6231884057971016,0.058823529411764705,0.0,0
0.75,0.3125,1.0,0.0,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,0.0,0.2293550496232707,0.1642215375055022,0.03170995743765256,0.536231884057971,0.029411764705882353,0.0,1
0.75,0.5,0.0,1.0,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,0.0,0.23020386573899912,0.08642966261878253,0.037700960846674694,0.2753623188405798,0.058823529411764705,0.0,0
0.75,0.3125,1.0,0.0,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,0.0,0.23059383369229258,0.06679785608865643,0.01732079100071946,0.7826086956521741,0.029411764705882353,0.0,1
0.75,0.5,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,0.0,0.23246374213914078,0.10634110975893943,0.08305373076121382,0.5217391304347827,0.029411764705882353,0.0,1
0.75,0.625,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,0.0,0.23691143564370679,0.2294502990600968,0.19754846257808142,0.3623188405797102,0.29411764705882354,0.0,0
0.75,0.5,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,0.0,0.23807331609461024,0.255855622588747,0.05160600579601004,0.7971014492753623,0.08823529411764705,,1
0.75,0.625,0.0,1.0,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,0.0,0.23818685490088748,0.19577431967064549,0.005042932162476551,0.7101449275362319,0.029411764705882353,,1
0.75,0.5,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.25,0.24088968403058528,0.13608658501851323,0.12004868110514179,0.6666666666666667,0.11764705882352941,0.0,1
0.75,0.6875,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.25,0.24352030247949077,0.18632868128738245,0.1168413762498067,0.8115942028985508,0.08823529411764705,0.0,0
0.75,0.5,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.25,0.2457081195839151,0.2572848968177934,0.09717394081614815,0.8695652173913044,0.08823529411764705,0.0,0
0.75,0.3125,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.25,0.2476953514639164,0.23280598638046657,0.08826476066243959,0.7681159420289856,0.08823529411764705,,0
0.75,0.1875,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.25,0.25379586721772857,0.35150306827891564,0.2709601070446401,0.5217391304347827,0.058823529411764705,0.0,1
0.75,0.375,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.25,0.26137647485017046,0.5359778358923901,0.33669977071468443,0.37681159420289867,0.23529411764705882,0.0,1
0.75,0.5,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.25,0.26639367900702293,0.6396261101473291,0.22284381030506378,0.6231884057971016,0.23529411764705882,1.0,1
0.75,0.625,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.25,0.2681249187251379,0.4901633826156753,0.07689462961344246,0.6956521739130435,0.029411764705882353,1.0,0
0.75,0.5,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.25,0.2730505349115934,0.399342326713446,0.21877584502733272,0.8405797101449275,0.20588235294117646,0.0,0
0.75,0.375,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.25,0.2753456840342185,0.30622718210300093,0.10194119268707598,0.7536231884057971,0.11764705882352941,0.0,1
0.75,0.5,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.25,0.2792866916926381,0.3818181818181817,0.17504353731433608,0.5942028985507246,0.1764705882352941,0.0,1
0.75,0.625,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.25,0.2807754125205449,0.2642500194194868,0.06612292651439254,0.8405797101449275,0.058823529411764705,0.0,1
0.75,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.2811369200797315,0.1981046580875689,0.01605669600532534,0.536231884057971,0.029411764705882353,1.0,1
0.75,0.6875,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.2816148427616211,0.07964061003081224,0.021227382449251295,0.2753623188405798,0.029411764705882353,1.0,1
0.75,0.875,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.2830048605206042,0.07626420859118095,0.06173893748781292,0.4057971014492754,0.08823529411764705,1.0,1
0.75,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.2844197054318933,0.11229641904663266,0.0628416586540078,0.5942028985507246,0.08823529411764705,1.0,1
0.75,0.5,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2857270669399066,0.14066958390512932,0.05806768287353,0.8405797101449275,0.058823529411764705,0.0,1
0.75,0.6875,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2859612596509878,0.1011315087646617,0.010401888073801633,0.7681159420289856,0.029411764705882353,,0
0.75,0.5,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2865784566019107,0.07384583516739597,0.02741337923522253,0.49275362318840576,0.029411764705882353,0.0,0
0.75,0.3125,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.28774881461701624,0.06915926568447217,0.05198254473080829,0.7391304347826086,0.029411764705882353,0.0,0
0.75,0.1875,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.29234441133989264,0.21835270966572587,0.20411772220840088,0.7826086956521741,0.08823529411764705,0.0,0
0.75,0.5,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.29317960279886784,0.22580979259988088,0.037095808987177514,0.7971014492753623,0.029411764705882353,0.0,1
0.75,0.6875,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.29593920133170426,0.2801739986017969,0.12257014718638005,0.6811594202898552,0.1764705882352941,1.0,0
0.75,0.5,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.29636762109405695,0.1376246083736827,0.01902866402641152,0.2753623188405798,0.029411764705882353,0.0,1
0.75,0.6875,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3012482759132267,0.27601046063022705,0.21677884389099203,0.6231884057971016,0.20588235294117646,0.0,1
0.75,0.8125,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3026814384185952,0.23063618238782005,0.06365525170955401,0.6086956521739131,0.058823529411764705,,0
0.75,0.625,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3055488231248574,0.3140674762434944,0.1273575707859578,0.6811594202898552,0.14705882352941177,0.0,1
0.75,0.5,1.0,1.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3057133787014219,0.1527407369047927,0.0073088896808160145,0.5652173913043479,0.029411764705882353,,0
0.75,0.3125,1.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3068148565073859,0.14139457807928327,0.048923165885572516,0.8695652173913044,0.029411764705882353,1.0,0
0.75,0.125,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.30847191753873304,0.09999223220527689,0.07359991393395778,0.4782608695652175,0.058823529411764705,1.0,1
0.75,0.3125,1.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.312840133878905,0.243789648118899,0.19401841006434783,0.8695652173913044,0.08823529411764705,1.0,0
0.75,0.1875,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.313553611737551,0.2305170762020662,0.031689785709002646,0.4057971014492754,0.029411764705882353,1.0,0
0.75,0.5,1.0,1.0,0.8333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.3146622046420417,0.21175526268092484,0.04923918963442104,0.8260869565217392,0.029411764705882353,0.0,1
0.75,0.6875,0.0,1.0,0.8333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.31494453780698434,0.0719867429636726,0.01254009131069169,0.37681159420289867,0.029411764705882353,0.0,1
0.75,0.875,0.0,1.0,0.8333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.31523898177792986,0.05765257243468578,0.01307800407468919,0.7246376811594204,0.029411764705882353,0.0,1
0.75,1.0,1.0,1.0,0.8333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.31809183351698866,0.11731959296755648,0.1267120754691608,0.8260869565217392,0.08823529411764705,0.0,1
